"serialNumberInserv","system_companyName","system_model","updated","system_installDate","capacity_total_sizeTiB","capacity_total_freePct","capacity_byType_fc_sizeTiB","capacity_byType_nl_sizeTiB","capacity_byType_ssd_sizeTiB","capacity_total_dedupeRatio","virtualCapacity_byType_tdvv_vvCount","virtualCapacity_byType_tdvv_sizeTiB"
"1167","Lucifer","20850","2016-09-21 18:31:45","2016-05-02","502.734375","52.073814392089844","","","502.734375","1.2999999523162842","822","1018.94443359375"
"1968","Jamie Braddock","8200","2016-09-21 18:14:53","2016-01-14","167.578125","89.59790802001953","","","167.578125","","",""
"1407","Lancer","7200c","2016-09-21 17:09:18","2015-01-14","55.84375","23.34918785095215","","","55.84375","1.100000023841858","8","30.0"
"648","Lupo","7200c","2016-09-21 18:22:00","2015-09-28","98.37109375","30.6059627532959","","63.46875","34.90234375","4.800000190734863","2","2.3765625"
"2294","Man-Beast","8440","2016-09-21 16:42:19","2016-04-14","558.59375","77.8174819946289","","","558.59375","1.2999999523162842","33","86.71875"
"3728","Spiral","8450","2016-09-21 20:27:36","2015-11-06","279.21875","29.79714584350586","","","279.21875","5.5","1","1.06640625"
"1509","Rachel Summers","7200c","2016-09-21 21:43:23","2016-03-31","27.921875","24.272523880004883","","","27.921875","1.7000000476837158","2","17.3859375"
"2989","Quasar II","7200c","2016-09-21 20:49:04","2015-10-22","27.921875","23.13234519958496","","","27.921875","1.399999976158142","21","13.0921875"
"2529","Kleinstocks","7450","2016-09-21 18:32:29","2015-05-25","55.84375","62.00335693359375","","","55.84375","2.299999952316284","12","136.16015625"
"1622","Mangog","7200c","2016-09-21 23:30:00","2015-04-21","32.5625","19.181861877441406","25.59375","","6.96875","2.299999952316284","5","2.455078125"
"3454","Jacqueline Falsworth","8200","2016-09-21 16:20:51","2016-07-04","55.859375","22.56643295288086","","","55.859375","1.2999999523162842","9","25.434375"
"171","Bandit","8400","2016-09-21 23:19:27","2016-03-02","90.109375","36.51378631591797","78.515625","","11.59375","3.799999952316284","5","3.779296875"
"3381","Ulik","8200","2016-09-21 22:20:51","2016-08-02","12.1953125","65.10250091552734","","","12.1953125","1.7000000476837158","1","2.4"
"527","Dragon of the Moon","7200c","2016-09-21 21:59:19","2015-04-13","111.51953125","34.21485900878906","34.125","63.45703125","13.9375","1.100000023841858","2","0.28359375"
"2660","Starr the Slayer","7440c","2016-09-21 21:07:18","2015-05-08","83.765625","18.5063419342041","","","83.765625","1.5","176","63.38203125"
"4091","Mister Sinister","7450c","2016-09-21 20:31:38","2014-12-26","15.6796875","23.442949295043945","","","15.6796875","","",""
"103","Marvel Girl","7200","2016-09-21 18:33:38","2014-10-09","154.125","69.26322937011719","38.390625","112.84375","2.890625","1.0","1","0.3"
"626","Royal Roy","7400c","2016-09-21 21:56:18","2015-10-12","66.28125","37.140499114990234","52.34375","","13.9375","1.0","5","3.86484375"
"149","Mordred","8440","2016-09-21 20:34:05","2016-06-10","502.734375","89.64335632324219","","","502.734375","","4","9.6"
"2792","Comet Man","7400c","2016-09-21 23:16:58","2015-06-17","41.8828125","2.522850275039673","","","41.8828125","","",""
"2428","Hamilton Slade","8200","2016-09-21 21:19:14","2016-05-03","111.71875","82.59265899658203","","","111.71875","","",""
"296","Anvil","8200","2016-09-21 23:05:38","2015-12-02","63.375","19.948841094970703","","56.40625","6.96875","1.7000000476837158","1","1.2"
"638","Warwolves","7200","2016-09-21 20:38:31","2014-07-10","154.28125","44.15510177612305","21.25","42.28125","90.75","1.600000023841858","14","40.8"
"2195","Rainbow","7200c","2016-09-21 20:39:16","2015-01-21","146.46875","9.451674461364746","139.5","","6.96875","2.0","4","0.23671874999999998"
"3140","Angar the Screamer","7400c","2016-09-21 17:20:30","2015-10-27","223.4375","70.44580841064453","","","223.4375","1.399999976158142","32","51.12890625"
"1554","Scott Summers","7200","2016-09-21 17:25:17","2014-12-22","19.765625","50.98814392089844","12.796875","","6.96875","1.100000023841858","1","2.4"
"2528","Silver Scorpion","8400","2016-09-21 19:42:30","2016-02-17","391.015625","28.927574157714844","","","391.015625","","",""
"1603","Zarek","7450c","2016-09-21 16:27:58","2015-08-17","335.15625","32.84382247924805","","","335.15625","1.0","30","15.91640625"
"1511","Geirrodur","8200","2016-09-21 20:39:28","2016-03-21","27.921875","44.45299530029297","","","27.921875","1.7000000476837158","1","8.4"
"973","Agent Axis","7200","2016-09-21 18:15:29","2014-03-10","133.2890625","42.52095413208008","49.0546875","49.34375","34.890625","1.0","1","0.234375"
"1544","Golden Girl","8200","2016-09-21 15:48:56","2016-05-17","45.359375","52.699790954589844","17.4375","","27.921875","1.2999999523162842","7","8.4"
"1415","Osiris","8400","2016-09-21 19:15:10","2016-01-19","932.03125","24.618188858032227","261.71875","","670.3125","1.600000023841858","60","210.01171875"
"90","Wild Child","7200c","2016-09-21 18:51:49","2015-05-13","32.5625","31.879796981811523","25.59375","","6.96875","2.700000047683716","3","2.7234374999999997"
"2305","Mad Jim Jaspers","8200","2016-09-21 18:02:23","2016-01-26","13.9375","16.325672149658203","","","13.9375","1.2000000476837158","1","9.6"
"360","Captain America","7400","2016-09-21 18:50:35","2015-01-13","577.296875","43.00924301147461","209.25","256.359375","111.6875","1.7999999523162842","7","24.0"
"1687","Adrienne Frost","7200","2016-09-21 20:28:35","2014-09-15","41.84375","73.87509155273438","34.875","","6.96875","1.100000023841858","6","2.944921875"
"3264","Kyle Gibney","7200c","2016-09-21 16:08:48","2015-08-10","90.71875","74.80838775634766","34.875","","55.84375","3.9000000953674316","12","14.399999999999999"
"3706","Squirrel Girl","7450c","2016-09-21 20:23:10","2015-10-28","125.6484375","76.59796142578125","","","125.6484375","1.0","8","6.46171875"
"4157","Schemer","8200","2016-09-21 19:41:01","2016-05-23","55.859375","12.045454025268555","","","55.859375","1.2999999523162842","10","20.18525390625"
"3191","J2","8400","2016-09-21 19:48:55","2016-02-03","438.015625","91.2451400756836","157.03125","169.265625","111.71875","","2","4.8"
"4459","Maur-Konn","8400","2016-09-21 16:44:43","2015-10-27","539.171875","87.54926300048828","314.0625","169.265625","55.84375","1.399999976158142","2","18.0"
"283","Base","7400","2016-09-21 19:37:06","2014-07-25","322.203125","24.4156436920166","294.328125","","27.875","7.900000095367432","23","33.6"
"789","Fault Zone","7450c","2016-09-21 20:40:03","2015-05-06","55.84375","70.22943115234375","","","55.84375","2.700000047683716","5","38.401171874999996"
"3957","Victor Mancha","7450","2016-09-21 23:43:17","2014-12-04","837.65625","8.396987915039062","","","837.65625","","",""
"1373","Illusion","8450","2016-09-21 18:40:35","2015-11-24","111.71875","7.580419540405273","","","111.71875","1.2999999523162842","43","206.4"
"39","Remnant","7400","2016-09-21 17:24:11","2014-08-11","1147.1875","21.320825576782227","435.09375","698.15625","13.9375","2.5","1","0.001171875"
"498","Kleinstocks","7450","2016-09-21 15:50:26","2015-11-13","167.53125","72.63103485107422","","","167.53125","1.0","38","81.373828125"
"3265","Zarek","7450c","2016-09-21 19:40:31","2015-09-10","167.53125","81.24883270263672","","","167.53125","3.299999952316284","9","99.6"
"1777","Dead Girl","7440c","2016-09-21 20:22:03","2015-02-03","168.0625","20.597806930541992","","56.375","111.6875","1.399999976158142","43","33.591796875"
"3820","Purple Girl","7400c","2016-09-21 18:35:57","2015-01-21","111.6875","37.01734924316406","","","111.6875","","",""
"3173","Atleza","8200","2016-09-21 20:51:45","2016-01-27","1152.96875","90.15330505371094","130.859375","854.53125","167.578125","1.7999999523162842","4","9.6"
"1026","Hitman","20800","2016-09-21 18:53:42","2015-09-28","1898.6875","32.46023178100586","","","1898.6875","1.100000023841858","924","2690.830078125"
"2443","Margali Szardos","7400c","2016-09-21 17:44:25","2015-07-21","69.8046875","63.670955657958984","","","69.8046875","1.7000000476837158","2","12.0"
"1708","Honcho","7450","2016-09-21 20:54:12","2014-11-12","111.6875","59.56386184692383","","","111.6875","1.2999999523162842","6","30.0"
"2352","Solara","7400c","2016-09-21 17:34:46","2015-08-11","139.6484375","51.38461685180664","","","139.6484375","1.7999999523162842","43","62.020312499999996"
"4473","Domo","7450c","2016-09-21 16:11:28","2015-03-03","53.25","52.00997543334961","","","53.25","","",""
"1605","Carnage","7450c","2016-09-21 21:35:53","2015-05-02","111.6875","20.523223876953125","","","111.6875","","",""
"3188","William Stryker","8450","2016-09-21 16:28:48","2016-01-05","167.578125","73.11188507080078","","","167.578125","1.100000023841858","6","57.599999999999994"
"1802","Justice","8450","2016-09-21 17:25:27","2016-06-16","167.578125","49.48601531982422","","","167.578125","1.7999999523162842","39","45.89765625"
"1506","Nekra","8400","2016-09-21 19:58:43","2016-01-26","446.875","27.562063217163086","","","446.875","1.600000023841858","157","32.408203125"
"4116","Torgo the Vampire","7450c","2016-09-21 19:15:20","2015-09-15","27.921875","39.2767219543457","","","27.921875","","",""
"887","Khoryphos","7200","2016-09-21 22:22:08","2014-08-10","38.9609375","16.979145050048828","31.9921875","","6.96875","1.0","1","0.46875"
"4289","Hit-Maker","8200","2016-09-21 17:10:18","2016-04-18","14.4921875","69.17789459228516","","","14.4921875","","",""
"2746","Husk","8400","2016-09-21 21:39:16","2016-01-21","83.765625","40.14875793457031","","","83.765625","1.2000000476837158","59","31.3640625"
"2522","Grandmaster","8200","2016-09-21 23:13:50","2016-02-10","27.921875","28.67235565185547","","","27.921875","1.7999999523162842","4","10.2"
"2869","Metalhead","8200","2016-09-21 20:52:36","2015-12-09","15.6796875","38.589935302734375","","","15.6796875","2.5","4","13.799999999999999"
"1580","Paradigm","7200c","2016-09-21 22:45:23","2015-11-10","177.90625","64.45525360107422","122.0625","","55.84375","1.100000023841858","4","7.205859374999999"
"2228","Rahne Sinclair","8400","2016-09-21 17:07:14","2016-04-19","335.15625","72.09906768798828","","","335.15625","1.100000023841858","2","6.5859375"
"480","Mastermind","8200","2016-09-21 19:13:24","2016-05-13","48.86328125","58.417938232421875","","","48.86328125","1.399999976158142","53","7.048828125"
"339","Anomaloco","8400","2016-09-21 17:19:12","2016-05-19","216.375","62.073944091796875","104.6875","","111.6875","1.2999999523162842","5","4.715625"
"1139","Venus","7200c","2016-09-21 23:28:27","2015-06-23","48.86328125","17.7032527923584","","","48.86328125","1.2999999523162842","10","25.8"
"2719","Georgianna Castleberry","8200","2016-09-21 21:22:55","2016-01-11","13.9375","73.24832153320312","","","13.9375","1.100000023841858","3","2.34375"
"3448","Shen Kuei","8200","2016-09-21 17:51:15","2016-03-03","34.90234375","40.733070373535156","","","34.90234375","1.5","4","14.296875"
"3250","Warbird","8400","2016-09-21 17:48:57","2016-04-16","167.578125","59.61072540283203","","","167.578125","1.600000023841858","13","57.611718749999994"
"3897","Choice","7450","2016-09-21 18:00:58","2015-01-10","27.875","20.739910125732422","","","27.875","1.600000023841858","62","74.39999999999999"
"1103","Commander Kraken","7200","2016-09-21 19:23:50","2015-02-27","77.09375","20.42713737487793","70.125","","6.96875","2.5","1","2.4"
"1922","Bucky III","7440c","2016-09-21 11:37:52","2015-10-07","279.2578125","58.485801696777344","","","279.2578125","","",""
"1955","American Ace","7400c","2016-09-21 16:02:57","2015-06-10","223.265625","48.45510482788086","139.5","","83.765625","1.2000000476837158","2","3.5999999999999996"
"3770","Right-Winger","8400","2016-09-21 21:46:37","2015-11-12","152.8125","34.539878845214844","139.5","","13.3125","3.5","5","5.3859375"
"2419","Flubber","8400","2016-09-21 21:42:07","2016-02-15","167.53125","47.170536041259766","","","167.53125","2.0999999046325684","25","69.684375"
"2509","Erg","8400","2016-09-21 19:17:01","2015-10-20","97.7265625","16.30426025390625","","","97.7265625","1.600000023841858","23","44.547656249999996"
"1840","Jeanne-Marie Beaubier","7200c","2016-09-21 18:03:31","2015-07-31","13.9375","39.89630126953125","","","13.9375","","",""
"4405","Tantra","7200c","2016-09-21 21:29:21","2016-01-22","39.9375","40.77171325683594","","","39.9375","","",""
"2474","Bella Donna","7450","2016-09-21 18:46:32","2014-08-11","27.875","27.02494239807129","","","27.875","","",""
"427","Zarathos","7200c","2016-09-21 23:44:16","2015-11-03","155.5859375","54.171478271484375","63.984375","84.6328125","6.96875","1.399999976158142","1","1.7578125"
"3660","Trader","8200","2016-09-21 20:08:43","2015-11-19","41.8828125","30.89442253112793","","","41.8828125","","",""
"371","Veil","7450","2016-09-21 15:56:28","2014-10-10","279.25","41.1089973449707","","","279.25","1.2000000476837158","21","271.0875"
"2611","Mentor","7200c","2016-09-21 19:31:17","2015-05-21","27.921875","20.01958656311035","","","27.921875","1.2999999523162842","2","16.8"
"3526","Condor","7200c","2016-09-21 22:58:24","2015-07-13","83.765625","55.5889778137207","","","83.765625","1.2999999523162842","9","24.0"
"240","Anything","7200c","2016-09-21 19:44:48","2014-10-22","103.5625","31.95722770690918","8.5","84.609375","10.453125","1.100000023841858","1","0.8999999999999999"
"4252","Lucas Brand","8450","2016-09-21 22:14:10","2016-06-09","223.375","89.59674072265625","","","223.375","","",""
"3993","Michael Nowman","7450c","2016-09-21 21:30:46","2015-03-24","418.828125","60.2154426574707","","","418.828125","","",""
"3184","Astrid Bloom","7200c","2016-09-21 20:01:55","2016-03-08","53.25","60.016868591308594","","","53.25","1.2000000476837158","1","7.199999999999999"
"388","Wreckage","8450","2016-09-21 20:21:17","2016-02-10","167.578125","48.687644958496094","","","167.578125","1.2000000476837158","60","61.89375"
"3287","Tommy","8400","2016-09-21 21:42:42","2016-08-19","81.34375","88.91423034667969","69.75","","11.59375","2.0","1","3.5999999999999996"
"3321","Beautiful Dreamer","7200c","2016-09-21 22:45:45","2015-07-07","59.296875","73.69894409179688","38.390625","","20.90625","1.5","14","14.2546875"
"967","Hardcase","7400","2016-09-21 17:25:40","2014-05-29","398.44140625","16.03660774230957","255.9375","","142.50390625","1.5","58","59.68125"
"21","Blockbuster","7200","2016-09-21 20:06:20","2013-05-23","166.3671875","44.21342849731445","95.9296875","63.46875","6.96875","1.0","1","4.8"
"1512","Ritchie Gilmore","8200","2016-09-21 15:52:19","2016-02-19","27.921875","42.37548828125","","","27.921875","1.2000000476837158","2","6.0"
"1418","Bird-Man","7200","2016-09-21 22:51:04","2013-04-05","195.234375","33.23029327392578","40.375","126.9375","27.921875","1.2999999523162842","1","1.2"
"958","Mentallo","20800","2016-09-21 21:46:44","2015-12-14","670.3125","25.740676879882812","","","670.3125","1.899999976158142","57","256.01601562499997"
"720","Bob","7450","2016-09-21 21:09:28","2014-08-07","27.921875","19.683828353881836","","","27.921875","2.299999952316284","54","39.130078125"
"3610","Zebediah Killgrave","8200","2016-09-21 22:28:52","2016-08-18","20.94140625","75.4896469116211","","","20.94140625","1.399999976158142","1","2.4"
"4283","Damon Dran","7200c","2016-09-21 17:40:23","2015-10-17","27.921875","7.680469512939453","","","27.921875","","",""
"623","Beautiful Dreamer","8200","2016-09-21 17:57:37","2015-11-09","55.84375","5.337157249450684","","","55.84375","1.399999976158142","6","9.179296875"
"770","Boom Boom","7200c","2016-09-21 20:47:29","2015-09-08","66.3125","53.77886199951172","38.390625","","27.921875","1.399999976158142","4","8.4"
"3117","Hensley Fargus","8400","2016-09-21 18:22:50","2015-12-09","132.609375","56.72351837158203","104.6875","","27.921875","1.5","1","2.4"
"583","Franklin Richards","7450","2016-09-21 16:45:22","2015-04-22","279.21875","48.3687744140625","","","279.21875","2.0999999046325684","45","2.05078125"
"3018","Thena","8200","2016-09-21 20:27:21","2015-11-23","111.71875","80.72203063964844","","","111.71875","2.0","9","12.603515625"
"2324","Destroyer of Demons","8400","2016-09-21 23:50:32","2016-08-02","41.8828125","47.318599700927734","","","41.8828125","1.5","24","21.71953125"
"3604","Battletide","7200c","2016-09-16 03:51:16","2015-01-10","27.875","10.867432594299316","","","27.875","1.5","8","17.598046874999998"
"3370","Omega","7200c","2016-09-21 16:58:12","2015-08-11","55.84375","24.814634323120117","","","55.84375","1.7000000476837158","3","28.799999999999997"
"3461","Nebulo","8200","2016-09-21 18:00:35","2016-08-02","10.453125","30.84827995300293","","","10.453125","1.5","3","6.14765625"
"459","Blockbuster","7200c","2016-09-21 20:55:26","2015-03-02","83.234375","45.80204391479492","12.796875","63.46875","6.96875","1.2999999523162842","8","2.54296875"
